Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A Cooperative and Adaptive Variable Neighborhood Search for the Multi Depot Vehicle Routing Problem with Time Windows","Business Research","","1","2","10.1007/BF03343534","Michael PolacekSiegfried BenknerKarl F. DoernerRichard F. Hartl","2008","http://link.springer.com/article/10.1007/BF03343534","Article"
"Modeling of sustainable integrated supply chains under the consideration of European Union regulations","Central European Journal of Operations Research","","","","10.1007/s10100-024-00910-7","Panagiotis KarakostasAngelo Sifaleras","2024","http://link.springer.com/article/10.1007/s10100-024-00910-7","Article"
"A probability matrix based particle swarm optimization for the capacitated vehicle routing problem","Journal of Intelligent Manufacturing","","23","4","10.1007/s10845-010-0455-7","Byung-In KimSo-Jung Son","2012","http://link.springer.com/article/10.1007/s10845-010-0455-7","Article"
"Solving a multi-product distribution planning problem in cross docking networks: An imperialist competitive algorithm","The International Journal of Advanced Manufacturing Technology","","70","9 - 12","10.1007/s00170-013-5355-5","Shima JavanmardBehnam VahdaniReza Tavakkoli-Moghaddam","2014","http://link.springer.com/article/10.1007/s00170-013-5355-5","Article"
"A Multi-start Algorithm with Intelligent Neighborhood Selection for solving multi-objective humanitarian vehicle routing problems","Journal of Heuristics","","24","2","10.1007/s10732-017-9360-y","J. MolinaA. D. López-SánchezA. G. Hernández-DíazI. Martínez-Salazar","2018","http://link.springer.com/article/10.1007/s10732-017-9360-y","Article"
"Wind Driven Butterfly Optimization Algorithm with Hybrid Mechanism Avoiding Natural Enemies for Global Optimization and PID Controller Design","Journal of Bionic Engineering","","20","6","10.1007/s42235-023-00416-z","Yang HeYongquan ZhouYuanfei WeiQifang LuoWu Deng","2023","http://link.springer.com/article/10.1007/s42235-023-00416-z","Article"
"Constrained multi-objective optimization for multi-UAV planning","Journal of Ambient Intelligence and Humanized Computing","","10","6","10.1007/s12652-018-0930-0","Cristian Ramirez-AtenciaDavid Camacho","2019","http://link.springer.com/article/10.1007/s12652-018-0930-0","Article"
"An exact algorithm for vehicle routing and scheduling problem of free pickup and delivery service in flight ticket sales companies based on set-partitioning model","Journal of Intelligent Manufacturing","","22","5","10.1007/s10845-009-0311-9","Gang DongJiafu TangKin Keung LaiYuan Kong","2011","http://link.springer.com/article/10.1007/s10845-009-0311-9","Article"
"Optimization for vehicle scheduling in iron and steel works based on semi-trailer swap transport","Journal of Central South University of Technology","","17","4","10.1007/s11771-010-0570-9","Yao-rong Cheng 成耀荣Bo Liang 梁波Mei-hua Zhou 周美花","2010","http://link.springer.com/article/10.1007/s11771-010-0570-9","Article"
"A POPMUSIC approach for the Multi-Depot Cumulative Capacitated Vehicle Routing Problem","Optimization Letters","","14","3","10.1007/s11590-018-1376-1","Eduardo Lalla-RuizStefan Voß","2020","http://link.springer.com/article/10.1007/s11590-018-1376-1","Article"
"Vehicle routing strategies for pick-up and delivery service under two dimensional loading constraints","Operational Research","","17","1","10.1007/s12351-015-0218-5","Emmanouil E. ZachariadisChristos D. TarantilisChris T. Kiranoudis","2017","http://link.springer.com/article/10.1007/s12351-015-0218-5","Article"
"Planning of multiple coexisting trajectories for autonomous vehicles based on self-organizing maps","Computational and Applied Mathematics","","42","1","10.1007/s40314-023-02187-z","Guilherme N. B. SáLucas A. de AlmeidaMarcelo R. ThieloLuiz S. Martins-Filho","2023","http://link.springer.com/article/10.1007/s40314-023-02187-z","Article"
"Vehicle routing with cross-docking","Journal of the Operational Research Society","","60","12","10.1057/jors.2008.108","M WenJ LarsenJ ClausenJ-F CordeauG Laporte","2009","http://link.springer.com/article/10.1057/jors.2008.108","Article"
"Operations Research for the management of a transhipment container terminal: The Gioia Tauro case","Maritime Economics & Logistics","","11","1","10.1057/mel.2008.21","M Flavia MonacoLuigi MocciaMarcello Sammarra","2009","http://link.springer.com/article/10.1057/mel.2008.21","Article"
"Location-routing and cost-sharing models under joint distribution","Cluster Computing","","","","10.1007/s10586-024-04282-0","Binghui QieXun WengZhiwei SunMinyu JinRunfeng Yu","2024","http://link.springer.com/article/10.1007/s10586-024-04282-0","Article"
"Self-organizing feature maps for the vehicle routing problem with backhauls","Journal of Scheduling","","9","2","10.1007/s10951-006-6774-z","Hassan GhaziriIbrahim H. Osman","2006","http://link.springer.com/article/10.1007/s10951-006-6774-z","Article"
"Vessel-UAV Collaborative Optimization for the Offshore Oil and Gas Pipelines Inspection","International Journal of Fuzzy Systems","","25","1","10.1007/s40815-022-01435-4","Guiqin XueYantong LiZheng Wang","2023","http://link.springer.com/article/10.1007/s40815-022-01435-4","Article"
"BoneRoute: An Adaptive Memory-Based Method for Effective Fleet Management","Annals of Operations Research","","115","1 - 4","10.1023/A:1021157406318","C.D. TarantilisC.T. Kiranoudis","2002","http://link.springer.com/article/10.1023/A%3A1021157406318","Article"
"A Multi-Exchange Neighborhood for Minimum Makespan Parallel Machine Scheduling Problems","Journal of Combinatorial Optimization","","8","2","10.1023/B:JOCO.0000031420.05971.29","Antonio FrangioniEmiliano NecciariMaria Grazia Scutellà","2004","http://link.springer.com/article/10.1023/B%3AJOCO.0000031420.05971.29","Article"
"An adaptive structure of a hub-and-spoke system with direct and depot shipments in the case of volatile demand over time","Journal of Business Economics","","86","7","10.1007/s11573-015-0784-2","Günther ZäpfelMichael Bögl","2016","http://link.springer.com/article/10.1007/s11573-015-0784-2","Article"
"The assignment-dial-a-ride-problem","Health Care Management Science","","26","4","10.1007/s10729-023-09655-2","Chane-Haï TimothéeVercraene SamuelMonteiro Thibaud","2023","http://link.springer.com/article/10.1007/s10729-023-09655-2","Article"
"A hybrid algorithm of local search for the heterogeneous fixed fleet vehicle routing problem","Journal of Applied and Industrial Mathematics","","9","4","10.1134/S1990478915040079","Yu. A. KochetovA. V. Khmelev","2015","http://link.springer.com/article/10.1134/S1990478915040079","Article"
"Combinatorial optimization and Green Logistics","Annals of Operations Research","","175","1","10.1007/s10479-009-0651-z","Abdelkader SbihiRichard W. Eglese","2010","http://link.springer.com/article/10.1007/s10479-009-0651-z","Article"
"A decomposition - construction approach for solving the home health care scheduling problem","Health Care Management Science","","23","2","10.1007/s10729-019-09479-z","Marouene ChaiebJaber JemaiKhaled Mellouli","2020","http://link.springer.com/article/10.1007/s10729-019-09479-z","Article"
"A two-echelon location routing problem with mobile satellites for last-mile delivery: mathematical formulation and clustering-based heuristic method","Annals of Operations Research","","323","1 - 2","10.1007/s10479-023-05177-w","Hendri SutrisnoChao-Lung Yang","2023","http://link.springer.com/article/10.1007/s10479-023-05177-w","Article"
"A hybrid heuristic method for the periodic inventory routing problem","The International Journal of Advanced Manufacturing Technology","","85","9 - 12","10.1007/s00170-015-8081-3","Shu-Chu LiuMing-Che LuChih-Hung Chung","2016","http://link.springer.com/article/10.1007/s00170-015-8081-3","Article"
"LSSPER: Solving the Resource-Constrained Project Scheduling Problem with Large Neighbourhood Search","Annals of Operations Research","","131","1 - 4","10.1023/B:ANOR.0000039521.26237.62","Mireille PalpantChristian ArtiguesPhilippe Michelon","2004","http://link.springer.com/article/10.1023/B%3AANOR.0000039521.26237.62","Article"
"The orienteering problem with stochastic travel and service times","Annals of Operations Research","","186","1","10.1007/s10479-011-0895-2","Ann M. CampbellMichel GendreauBarrett W. Thomas","2011","http://link.springer.com/article/10.1007/s10479-011-0895-2","Article"
"Mixed integer formulations for the multiple minimum latency problem","Operational Research","","19","2","10.1007/s12351-017-0299-4","F. Angel-BelloY. Cardona-ValdésA. Álvarez","2019","http://link.springer.com/article/10.1007/s12351-017-0299-4","Article"
"Combinatorial optimization and Green Logistics","4OR","","5","2","10.1007/s10288-007-0047-3","Abdelkader SbihiRichard W. Eglese","2007","http://link.springer.com/article/10.1007/s10288-007-0047-3","Article"
"Hybrid Filtered Beam Search Algorithm for the Optimization of Monitoring Patrols","Journal of Intelligent & Robotic Systems","","107","2","10.1007/s10846-022-01800-3","Marwa GamAchraf Jabeur TelmoudiDimitri Lefebvre","2023","http://link.springer.com/article/10.1007/s10846-022-01800-3","Article"
"A Tabu Search Heuristic for a Full-Load, Multi-Terminal, Vehicle Scheduling Problem with Backhauling and Time Windows","Journal of Mathematical Modelling and Algorithms","","3","3","10.1023/B:JMMA.0000038616.99798.f2","R. H. CurrieS. Salhi","2004","http://link.springer.com/article/10.1023/B%3AJMMA.0000038616.99798.f2","Article"
"Using cross-docking operations in a reverse logistics network design: a new approach","Production Engineering","","10","2","10.1007/s11740-015-0646-3","Amirsaman KheirkhahSaeid Rezaei","2016","http://link.springer.com/article/10.1007/s11740-015-0646-3","Article"
"A brain storm optimization approach for the cumulative capacitated vehicle routing problem","Memetic Computing","","10","4","10.1007/s12293-018-0250-0","Liangjun Ke","2018","http://link.springer.com/article/10.1007/s12293-018-0250-0","Article"
"Models and algorithms for extended network design","4OR","","15","2","10.1007/s10288-016-0335-x","Alessandro Hill","2017","http://link.springer.com/article/10.1007/s10288-016-0335-x","Article"
"A user's guide to tabu search","Annals of Operations Research","","41","1","10.1007/BF02078647","Fred GloverEric TaillardEric Taillard","1993","http://link.springer.com/article/10.1007/BF02078647","Article"
"Optimize the solid waste collection route in construction using the POA algorithm","Asian Journal of Civil Engineering","","25","3","10.1007/s42107-023-00955-0","Vu Hong Son PhamThiet Van Tran","2024","http://link.springer.com/article/10.1007/s42107-023-00955-0","Article"
"GRASP-ASP: An algorithm for the CVRP with route balancing","Journal of Heuristics","","20","4","10.1007/s10732-014-9251-4","Jorge OyolaArne Løkketangen","2014","http://link.springer.com/article/10.1007/s10732-014-9251-4","Article"
"Evolutionary Multiobjective Optimization for the Pickup and Delivery Problem with Time Windows and Demands","Mobile Networks and Applications","","21","1","10.1007/s11036-016-0709-5","Dũng H. PhanJunichi Suzuki","2016","http://link.springer.com/article/10.1007/s11036-016-0709-5","Article"
"Local search heuristics for the probabilistic dial-a-ride problem","OR Spectrum","","33","4","10.1007/s00291-009-0175-6","Sin C. HoDag Haugland","2011","http://link.springer.com/article/10.1007/s00291-009-0175-6","Article"
"Evolutionary algorithm with fuzzy numbers for planning active distribution network","Electrical Engineering","","94","3","10.1007/s00202-011-0225-3","Tomislav CapuderMatija ZidarDavor Škrlec","2012","http://link.springer.com/article/10.1007/s00202-011-0225-3","Article"
"A Branch & Cut algorithm for the prize-collecting capacitated location routing problem","TOP","","29","1","10.1007/s11750-020-00590-x","Daniel NegrottoIrene Loiseau","2021","http://link.springer.com/article/10.1007/s11750-020-00590-x","Article"
"Distance measures based on the edit distance for permutation-type representations","Journal of Heuristics","","13","1","10.1007/s10732-006-9001-3","Kenneth Sörensen","2007","http://link.springer.com/article/10.1007/s10732-006-9001-3","Article"
"A Hybrid Algorithm for the Drilling Rig Routing Problem","Journal of Applied and Industrial Mathematics","","15","2","10.1134/S1990478921020071","I. N. KulachenkoP. A. Kononova","2021","http://link.springer.com/article/10.1134/S1990478921020071","Article"
"Deep representation learning and reinforcement learning for workpiece setup optimization in CNC milling","Production Engineering","","17","6","10.1007/s11740-023-01209-3","Vladimir SamsonovEnslin ChrismarieHans-Georg KöpkenSchirin BärDaniel LüttickeTobias Meisen","2023","http://link.springer.com/article/10.1007/s11740-023-01209-3","Article"
"Production-Routing-Inventory in Post-Disaster Conditions: a Multi-Objective Mathematical Model and Two Algorithms","Process Integration and Optimization for Sustainability","","6","4","10.1007/s41660-022-00274-y","Shima ZargaryParvaneh Samouei","2022","http://link.springer.com/article/10.1007/s41660-022-00274-y","Article"
"A bio-inspired hierarchical clustering algorithm with backtracking strategy","Applied Intelligence","","42","2","10.1007/s10489-014-0573-6","Akil ElkamelMariem GzaraHanêne Ben-Abdallah","2015","http://link.springer.com/article/10.1007/s10489-014-0573-6","Article"
"Analysis of Divide-and-Conquer strategies for the 0–1 minimization knapsack problem","Journal of Combinatorial Optimization","","40","1","10.1007/s10878-020-00584-2","Fernando A. MoralesJairo A. Martínez","2020","http://link.springer.com/article/10.1007/s10878-020-00584-2","Article"
"Knowledge-based optimization algorithm for the inventory routing problem","Soft Computing","","27","22","10.1007/s00500-023-09024-9","Krzysztof MichalakPiotr Lipinski","2023","http://link.springer.com/article/10.1007/s00500-023-09024-9","Article"
"Model-based analysis of multi-UAV path planning for surveying postdisaster building damage","Scientific Reports","","11","1","10.1038/s41598-021-97804-4","Ryosuke NagasawaErick MasLuis MoyaShunichi Koshimura","2021","http://link.springer.com/article/10.1038/s41598-021-97804-4","Article"
"Decomposition algorithm for the multi-trip single vehicle routing problem with AND-type precedence constraints","Operational Research","","22","4","10.1007/s12351-021-00663-0","Mina RoohnavazfarSeyed Hamid Reza Pasandideh","2022","http://link.springer.com/article/10.1007/s12351-021-00663-0","Article"
"II-Learn—A Novel Metric for Measuring the Intelligence Increase and Evolution of Artificial Learning Systems","International Journal of Computational Intelligence Systems","","12","2","10.2991/ijcis.d.191101.001","László Barna IantovicsDimitris K. IakovidisElena Nechita","2019","http://link.springer.com/article/10.2991/ijcis.d.191101.001","Article"
"Integrated forward and reverse logistics in cloud manufacturing: an agent-based multi-layer architecture and optimization via genetic algorithm","Production Engineering","","15","6","10.1007/s11740-021-01069-9","Simin Hamidi MoghaddamHossein AkbaripourMahmoud Houshmand","2021","http://link.springer.com/article/10.1007/s11740-021-01069-9","Article"
"A reactive GRASP with path relinking for capacitated clustering","Journal of Heuristics","","17","2","10.1007/s10732-010-9129-z","Yumin DengJonathan F. Bard","2011","http://link.springer.com/article/10.1007/s10732-010-9129-z","Article"
"An enhanced hybrid ant colony optimization routing protocol for vehicular ad-hoc networks","Journal of Ambient Intelligence and Humanized Computing","","13","8","10.1007/s12652-021-03176-y","Raghu RamamoorthyMenakadevi Thangavelu","2022","http://link.springer.com/article/10.1007/s12652-021-03176-y","Article"
"Application of cloud computing and big data in three-stage dynamic modeling of disaster relief logistics and wounded transportation: a case study","Environmental Science and Pollution Research","","30","13","10.1007/s11356-022-24770-3","Mehrdad NiyaziJavad Behnamian","2023","http://link.springer.com/article/10.1007/s11356-022-24770-3","Article"
"Pre-auction optimization for the selection of shared customers in the last-mile delivery","Annals of Operations Research","","","","10.1007/s10479-023-05711-w","Amina AntitAmel JaouaSafa Bhar LayebChefi Triki","2023","http://link.springer.com/article/10.1007/s10479-023-05711-w","Article"
"Scheduling Diagnostic Testing Kit Deliveries with the Mothership and Drone Routing Problem","Journal of Intelligent & Robotic Systems","","105","2","10.1007/s10846-022-01632-1","Hyung Jin ParkReza MirjaliliMurray J. CôtéGino J. Lim","2022","http://link.springer.com/article/10.1007/s10846-022-01632-1","Article"
"A constructive heuristic for the integrated scheduling of machines and multiple-load material handling equipment in job shops","The International Journal of Advanced Manufacturing Technology","","46","9 - 12","10.1007/s00170-009-2176-7","Tamer F. AbdelmaguidAshraf O. Nassef","2010","http://link.springer.com/article/10.1007/s00170-009-2176-7","Article"
"An integrated operations model for supply of relief items under path disruptions","OPSEARCH","","","","10.1007/s12597-023-00647-y","Abyson ScariaBrijesh Paul","2023","http://link.springer.com/article/10.1007/s12597-023-00647-y","Article"
"Efficient techniques for the multi-period vehicle routing problem with time windows within a branch and price framework","Annals of Operations Research","","206","1","10.1007/s10479-013-1366-8","Theodore AthanasopoulosIoannis Minis","2013","http://link.springer.com/article/10.1007/s10479-013-1366-8","Article"
"Review and analysis for the Red Deer Algorithm","Journal of Ambient Intelligence and Humanized Computing","","14","7","10.1007/s12652-021-03602-1","Raed Abu ZitarLaith AbualigahNidal A. Al-Dmour","2023","http://link.springer.com/article/10.1007/s12652-021-03602-1","Article"
"The home health care problem with working regulations","OR Spectrum","","39","4","10.1007/s00291-017-0481-3","Daniela GuerickeLeena Suhl","2017","http://link.springer.com/article/10.1007/s00291-017-0481-3","Article"
"Immunity-based evolutionary algorithm for optimal global container repositioning in liner shipping","OR Spectrum","","32","3","10.1007/s00291-010-0208-1","Eugene Y. C. WongHenry Y. K. LauK. L. Mak","2010","http://link.springer.com/article/10.1007/s00291-010-0208-1","Article"
"Shared resources in collaborative vehicle routing","TOP","","28","1","10.1007/s11750-020-00541-6","Margaretha GanstererRichard F. Hartl","2020","http://link.springer.com/article/10.1007/s11750-020-00541-6","Article"
"Improving monarch butterfly optimization through simulated annealing strategy","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-020-01702-y","Dongfang YangXitong WangXin TianYonggang Zhang","2020","http://link.springer.com/article/10.1007/s12652-020-01702-y","Article"
"Heuristics for the generalised assignment problem: simulated annealing and tabu search approaches","Operations-Research-Spektrum","","17","4","10.1007/BF01720977","Ibrahim H. Osman","1995","http://link.springer.com/article/10.1007/BF01720977","Article"
"Two meta-heuristic algorithms for two-echelon location-routing problem with vehicle fleet capacity and maximum route length constraints","Neural Computing and Applications","","23","7 - 8","10.1007/s00521-012-1190-0","Vahid Majazi DalfardMojtaba KavehNassim Ekram Nosratian","2013","http://link.springer.com/article/10.1007/s00521-012-1190-0","Article"
"Centralized bundle generation in auction-based collaborative transportation","OR Spectrum","","40","3","10.1007/s00291-018-0516-4","Margaretha GanstererRichard F. Hartl","2018","http://link.springer.com/article/10.1007/s00291-018-0516-4","Article"
"A multi-criteria optimization model for humanitarian aid distribution","Journal of Global Optimization","","51","2","10.1007/s10898-010-9603-z","Begoña VitorianoM. Teresa OrtuñoGregorio TiradoJavier Montero","2011","http://link.springer.com/article/10.1007/s10898-010-9603-z","Article"
"Petrol delivery tanker assignment and routing: a case study in Hong Kong","Journal of the Operational Research Society","","59","9","10.1057/palgrave.jors.2602464","W L NgS C H LeungJ K P LamS W Pan","2008","http://link.springer.com/article/10.1057/palgrave.jors.2602464","Article"
"Finding the trade-off between emissions and disturbance in an urban context","Flexible Services and Manufacturing Journal","","30","3","10.1007/s10696-017-9297-3","Jasmin GrabenschweigerFabien TricoireKarl F. Doerner","2018","http://link.springer.com/article/10.1007/s10696-017-9297-3","Article"
"An age-based dynamic approach for distribution of perishable commodities with stochastic demands","Soft Computing","","27","11","10.1007/s00500-023-07917-3","Antonio VioliAnnarita De MaioGerarda FattorusoMaria Grazia Olivieri","2023","http://link.springer.com/article/10.1007/s00500-023-07917-3","Article"
"Constraint Programming and Local Search Heuristic: a Matheuristic Approach for Routing and Scheduling Feeder Vessels in Multi-terminal Ports","SN Operations Research Forum","","1","4","10.1007/s43069-020-00036-x","David SacramentoChristine SolnonDavid Pisinger","2020","http://link.springer.com/article/10.1007/s43069-020-00036-x","Article"
"Improving ant colony optimization algorithm with epsilon greedy and Levy flight","Complex & Intelligent Systems","","7","4","10.1007/s40747-020-00138-3","Yahui LiuBuyang CaoHehua Li","2021","http://link.springer.com/article/10.1007/s40747-020-00138-3","Article"
"A branch-and-price algorithm for the home-caregiver scheduling and routing problem with stochastic travel and service times","Flexible Services and Manufacturing Journal","","31","4","10.1007/s10696-018-9328-8","Ran LiuBiao YuanZhibin Jiang","2019","http://link.springer.com/article/10.1007/s10696-018-9328-8","Article"
"A matheuristic for a multimodal long haul routing problem","EURO Journal on Transportation and Logistics","","8","4","10.1007/s13676-018-0131-1","David WolfingerFabien TricoireKarl F. Doerner","2019","http://link.springer.com/article/10.1007/s13676-018-0131-1","Article"
"Risk-based optimal scheduling of maintenance activities in a railway network","EURO Journal on Transportation and Logistics","","8","5","10.1007/s13676-018-0117-z","Alice ConsilvioAngela Di FebbraroRossella MeoNicola Sacco","2019","http://link.springer.com/article/10.1007/s13676-018-0117-z","Article"
"An analysis of heuristic subsequences for offline hyper-heuristic learning","Journal of Heuristics","","25","3","10.1007/s10732-018-09404-7","W. B. YatesE. C. Keedwell","2019","http://link.springer.com/article/10.1007/s10732-018-09404-7","Article"
"A Study on Various Technologies to Solve the Routing Problem in Internet of Vehicles (IoV)","Wireless Personal Communications","","119","1","10.1007/s11277-021-08220-w","Tanuja KayargaS. Ananda Kumar","2021","http://link.springer.com/article/10.1007/s11277-021-08220-w","Article"
"A tabu search heuristic for a sequence-dependent and time-dependent scheduling problem on a single machine","Journal of Scheduling","","12","1","10.1007/s10951-008-0068-6","Gabriella SteccoJean-François CordeauElena Moretti","2009","http://link.springer.com/article/10.1007/s10951-008-0068-6","Article"
"Stable cooperation in dynamic vehicle routing problems","Automation and Remote Control","","76","5","10.1134/S0005117915050173","V. V. ZakharovA. N. Shchegryaev","2015","http://link.springer.com/article/10.1134/S0005117915050173","Article"
"The dynamic scheduling model of battlefield rush-repair tasks","Journal of Shanghai Jiaotong University (Science)","","21","6","10.1007/s12204-016-1789-x","Weilong Chen 陈伟龙Chunliang Chen 陈春良Yan Liu 刘 彦Xiang Zan 昝 翔Dake Liu 刘大可","2016","http://link.springer.com/article/10.1007/s12204-016-1789-x","Article"
"Multi-objective home healthcare routing and scheduling problem based on sustainability and “physician–patient” satisfaction","Annals of Operations Research","","","","10.1007/s10479-023-05796-3","Gang DuWendi Li","2024","http://link.springer.com/article/10.1007/s10479-023-05796-3","Article"
"Evolutionary neighborhood discovery algorithm for agricultural routing planning in multiple fields","Annals of Operations Research","","316","2","10.1007/s10479-022-04685-5","Amalia UtamimaTorsten ReinersAmir H. Ansaripoor","2022","http://link.springer.com/article/10.1007/s10479-022-04685-5","Article"
"The capacitated team orienteering and profitable tour problems","Journal of the Operational Research Society","","60","6","10.1057/palgrave.jors.2602603","C ArchettiD FeilletA HertzM G Speranza","2009","http://link.springer.com/article/10.1057/palgrave.jors.2602603","Article"
"Development of an Algorithm for Solving an Asymmetric Routing Problem Based on the Ant Colony Method","Cybernetics and Systems Analysis","","59","4","10.1007/s10559-023-00588-w","S. RakhmetullinaG. ZhomartkyzyIu. KrakA. Kamelova","2023","http://link.springer.com/article/10.1007/s10559-023-00588-w","Article"
"Local Search Algorithms for the Bin Packing Problem and Their Relationships to Various Construction Heuristics","Journal of Heuristics","","9","1","10.1023/A:1021837611236","T. OsogamiH. Okano","2003","http://link.springer.com/article/10.1023/A%3A1021837611236","Article"
"An operational planning for emergency medical services considering the application of IoT","Operations Management Research","","17","1","10.1007/s12063-023-00423-7","Jaber ValizadehAlireza ZakiMohammad MovahedSasan MazaheriHamidreza TalaeiSeyyed Mohammad TabatabaeiHadi KhorshidiUwe Aickelin","2024","http://link.springer.com/article/10.1007/s12063-023-00423-7","Article"
"Two-echelon location routing synchronized with production schedules and time windows","Central European Journal of Operations Research","","25","3","10.1007/s10100-016-0463-6","Karlo BalaDejan BrcanovNebojša Gvozdenović","2017","http://link.springer.com/article/10.1007/s10100-016-0463-6","Article"
"Heuristics Ancient and Modern: Transport Scheduling Through the Ages","Journal of Heuristics","","4","1","10.1023/A:1009694422257","Anthony Wren","1998","http://link.springer.com/article/10.1023/A%3A1009694422257","Article"
"A Multi-Objective Multi-Period Model for Humanitarian Relief Logistics with Split Delivery and Multiple Uses of Vehicles","Journal of Systems Science and Systems Engineering","","29","3","10.1007/s11518-019-5444-6","Maliheh KhorsiSeyed Kamal ChaharsooghiAli Bozorgi-AmiriAli Husseinzadeh Kashan","2020","http://link.springer.com/article/10.1007/s11518-019-5444-6","Article"
"Hybrid cost and time path planning for multiple autonomous guided vehicles","Applied Intelligence","","48","2","10.1007/s10489-017-0997-x","Hamed FazlollahtabarSamaneh Hassanli","2018","http://link.springer.com/article/10.1007/s10489-017-0997-x","Article"
"A multi-objective location-routing model for dental waste considering environmental factors","Annals of Operations Research","","328","1","10.1007/s10479-022-04794-1","Ghazale KordiParsa Hasanzadeh-MoghimiMohammad Mahdi PaydarEbrahim Asadi-Gangraj","2023","http://link.springer.com/article/10.1007/s10479-022-04794-1","Article"
"Vehicle routing problems with trailers","4OR","","10","3","10.1007/s10288-011-0186-4","Juan G. Villegas","2012","http://link.springer.com/article/10.1007/s10288-011-0186-4","Article"
"New variable depth local search for multiple depot vehicle scheduling problems","Journal of Heuristics","","22","4","10.1007/s10732-014-9264-z","Tomoshi OtsukiKazuyuki Aihara","2016","http://link.springer.com/article/10.1007/s10732-014-9264-z","Article"
"Transshipment service through crossdocks with both soft and hard time windows","Annals of Operations Research","","192","1","10.1007/s10479-010-0780-4","Zhaowei MiaoFeng YangKe FuDongsheng Xu","2012","http://link.springer.com/article/10.1007/s10479-010-0780-4","Article"
"A Stochastic Inversion Method for Potential Field Data: Ant Colony Optimization","Pure and Applied Geophysics","","171","7","10.1007/s00024-013-0712-8","Shuang LiuXiangyun HuTianyou Liu","2014","http://link.springer.com/article/10.1007/s00024-013-0712-8","Article"
"Multi-objective algorithm based on tissue P system for solving tri-objective optimization problems","Evolutionary Intelligence","","16","6","10.1007/s12065-021-00658-y","Zhixin HeKang ZhouHang ShuXuan ChenXinyu Lyu","2023","http://link.springer.com/article/10.1007/s12065-021-00658-y","Article"
"Implementable hybrid quantum ant colony optimization algorithm","Quantum Machine Intelligence","","4","2","10.1007/s42484-022-00065-1","M. Garcia de AndoinJ. Echanobe","2022","http://link.springer.com/article/10.1007/s42484-022-00065-1","Article"
"Enhancing knowledge discovery and management through intelligent computing methods: a decisive investigation","Knowledge and Information Systems","","","","10.1007/s10115-024-02099-2","Rayees AhamadKamta Nath Mishra","2024","http://link.springer.com/article/10.1007/s10115-024-02099-2","Article"
"Architecture for the Automatic Generation of Plans for Multiple UAS from a Generic Mission Description","Journal of Intelligent & Robotic Systems","","84","1 - 4","10.1007/s10846-016-0354-z","Jorge Muñoz-MoreraIvan MazaFernando CaballeroAnibal Ollero","2016","http://link.springer.com/article/10.1007/s10846-016-0354-z","Article"
"Design of shared unit-dose drug distribution network using multi-level particle swarm optimization","Health Care Management Science","","22","2","10.1007/s10729-018-9438-6","Linjie ChenThibaud MonteiroTao WangEric Marcon","2019","http://link.springer.com/article/10.1007/s10729-018-9438-6","Article"
"Market Approaches to the Multi-Robot Task Allocation Problem: a Survey","Journal of Intelligent & Robotic Systems","","107","2","10.1007/s10846-022-01803-0","Félix QuintonChristophe GrandCharles Lesire","2023","http://link.springer.com/article/10.1007/s10846-022-01803-0","Article"
"Development of an optimization model for product returns using genetic algorithms and simulated annealing","Soft Computing","","19","11","10.1007/s00500-014-1465-8","Vahidreza GhezavatiNiloofar Saadati Nia","2015","http://link.springer.com/article/10.1007/s00500-014-1465-8","Article"
"On a multi-trip vehicle routing problem with time windows integrating European and French driver regulations","Journal on Vehicle Routing Algorithms","","2","1 - 4","10.1007/s41604-019-00016-3","N. BenkebirM. Le PouliquenJ-F. TrévienA. BounceurR. EulerE. PardiacM. Sevaux","2019","http://link.springer.com/article/10.1007/s41604-019-00016-3","Article"
"A memetic algorithm for the team orienteering problem","4OR","","8","1","10.1007/s10288-008-0094-4","Hermann BoulyDuc-Cuong DangAziz Moukrim","2010","http://link.springer.com/article/10.1007/s10288-008-0094-4","Article"
"Recent progress of local search in handling the time window constraints of the vehicle routing problem","4OR","","8","3","10.1007/s10288-010-0144-6","Hideki HashimotoMutsunori YagiuraShinji ImahoriToshihide Ibaraki","2010","http://link.springer.com/article/10.1007/s10288-010-0144-6","Article"
"An algorithm development environment for problem-solving: software review","Memetic Computing","","4","2","10.1007/s12293-012-0083-1","Xianshun Chen","2012","http://link.springer.com/article/10.1007/s12293-012-0083-1","Article"
"Interactive machine learning: experimental evidence for the human in the algorithmic loop","Applied Intelligence","","49","7","10.1007/s10489-018-1361-5","Andreas HolzingerMarkus PlassMichael Kickmeier-RustKatharina HolzingerGloria Cerasela CrişanCamelia-M. PinteaVasile Palade","2019","http://link.springer.com/article/10.1007/s10489-018-1361-5","Article"
"Solving Type-2 Fuzzy Distributed Hybrid Flowshop Scheduling Using an Improved Brain Storm Optimization Algorithm","International Journal of Fuzzy Systems","","23","4","10.1007/s40815-021-01050-9","Junqing LiJiake LiLijing ZhangHongyan SangYuyan HanQingda Chen","2021","http://link.springer.com/article/10.1007/s40815-021-01050-9","Article"
