"Authors","Author full names","Author(s) ID","Title","Year","Source title","Link","Abstract","Author Keywords"
"Deineko E.; Kehrt C.; Liedtke G.","Deineko, Elija (57560334500); Kehrt, Carina (58933779700); Liedtke, Gernot (26635383800)","57560334500; 58933779700; 26635383800","BinR-LRP: A divide and conquer heuristic for large scale LRP with integrated microscopic agent-based transport simulation","2024","Transportation Research Interdisciplinary Perspectives","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187501994&doi=10.1016%2fj.trip.2024.101059&partnerID=40&md5=6bb5878368ff1e2f9675a7e2ceaa456c","The holistic optimisation of transportation systems is one of the key challenges in transportation science, because it requires the simultaneous consideration of the numerous interactions between the strategic planning level (e.g., the Facility Location Problem [FLP]) and the tactical and operational planning levels (e.g., Vehicle Fleet and Vehicle Routing Problem [VRP]). Traditional methods for solving the Location Routing Problem (LRP) often focus on the fixed constraints and ignore the variable vehicle characteristics, dynamic operations, different modes or underlying infrastructure. This paper proposes an integrated approach for modular and intuitive metaheuristic for LRP. The route planning phase is incorporated by means of agent-based transport simulation, which provides additional flexibility with respect to the vehicle fleet, demand characteristics, or the use of external problem constraints. Therefore, this approach can be easily applied to practical problems and used to optimise transport networks in a flexible and modular manner. Moreover, the algorithm developed here can independently converge to the near-optimal number and location of logistics sites. We also demonstrate the effectiveness and the performance of our approach by performing several simulation experiments in the context of a sensitivity analysis and comparing the results with well-known benchmark solutions. The results indicate that the Binary-Partition LRP heuristic (BinR-LRP) is able to identify better solutions than the benchmark heuristics in most cases. This emphasises its suitability as a scalable and robust optimisation framework, even for oversized LRP instances. © 2024 The Authors","Agent-Based Freight Transport Simulation; Clustering; Facility Location Problem; Location-Routing Problem; Network Optimisation; Vehicle Routing Problem"
"Yang K.; Duan P.; Yu H.","Yang, Kaidong (58572659300); Duan, Peng (57202258155); Yu, Huishan (16032625400)","58572659300; 57202258155; 16032625400","An improved genetic algorithm for solving the helicopter routing problem with time window in post-disaster rescue","2023","Mathematical Biosciences and Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170637520&doi=10.3934%2fmbe.2023699&partnerID=40&md5=8efe5ed004c0d68daab132aa8126b6f7","The vehicle routing problem (VRP) is a highly significant and extensively studied issue in post-disaster rescue. In recent years, there has been widespread utilization of helicopters for postdisaster rescue. However, efficiently dispatching helicopters to reach rescue sites in post-disaster rescue is a challenge. To address this issue, this study models the issue of dispatching helicopters as a specific variant of the VRP with time window (VRPTW). Considering that the VRPTW is an NP-hard problem, the genetic algorithm (GA) as one of the prominent evolutionary algorithms with robust optimization capabilities, is a good candidate to deal with this issue. In this study, an improved GA with a local search strategy and global search strategy is proposed. To begin, a cooperative initialization strategy is proposed to generate an initial population with high quality and diversity. Subsequently, a local search strategy is presented to improve the exploitation ability. Additionally, a global search strategy is embedded to enhance the global search performance. Finally, 56 instances extended from Solomon instances are utilized for conducting simulation tests. The simulation results indicate that the average relative percentage increase (RPI) of the distance travelled by helicopters as obtained by the proposed algorithm is 0.178, 0.027, 0.075 and 0.041 times smaller than the average RPIs obtained by the tabu search algorithm, ant colony optimization algorithm, hybrid GA and simulated annealing algorithm, respectively. Simulation results reveal that the proposed algorithm is more efficient and effective for solving the VRPTW to reduce the driving distance of the helicopters in post-disaster rescue.  © 2023 the Author(s).","helicopter dispatch; improved genetic algorithm; post-disaster rescue; time window; vehicle routing problem"
"Revanna J.K.C.; Al-Nakash N.Y.B.","Revanna, Jai Keerthy Chowlur (58265303700); Al-Nakash, Nushwan Yousif B. (57221473133)","58265303700; 57221473133","Metaheuristic link prediction (MLP) using AI based ACO-GA optimization model for solving vehicle routing problem","2023","International Journal of Information Technology (Singapore)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166647164&doi=10.1007%2fs41870-023-01378-5&partnerID=40&md5=e7e019f043e471e6969a4ae78af7caac","Delivering goods is crucial to the supply chain industry because it directly affects package delivery, a crucial aspect of real-time vehicle movement on which most e-commerce businesses rely. By improving the vehicle routing process, package delivery speed could be increased, and especially for medical emergency-related items, this will drastically impact the nature of delivery, cost, and time spent on it. This is being done to prepare an efficient routing model for the vehicle route, which will ultimately result in an improved path. As they have a variety of restrictions, the goal of this article is to identify the various parameters that, when used with a multi-objective optimization-based routing model, will satisfy the limit. The routing route may be made more efficient using ant colony optimization (ACO) in conjunction with an upgraded recurrent model of the genetic algorithm (GA). To achieve this, the ACO-GA optimization method known as metaheuristic link prediction (MLP) was used for parameter prediction. This method offers an evaluation of the relationship between the emission of CO2 (carbon dioxide), the trip region, and the other associated parameters. The authors of this study compare the findings of their prior work, which combined ACO and K-means clustering to get better results. Once the results are established, they will become the primary objective function of the optimization algorithm, which will be responsible for choosing the path that is connected to the parameter values. The complete procedure of the suggested method was simulated and evaluated using the publicly accessible data set of Solomon’s benchmark data set with the property pairs, and then it was compared with the ACO-K-means method. In addition to this, the current algorithm is compared with other vehicle routing algorithms to improve the process. © 2023, The Author(s), under exclusive licence to Bharati Vidyapeeth's Institute of Computer Applications and Management.","Ant colony optimization (ACO); Artificial intelligence; Genetic algorithm (GA); Metaheuristic link prediction (MLP); Multi-objective optimization; Vehicle routing problem; Vehicle routing problem (VRP)"
"Mazdarani F.; Farid Ghannadpour S.; Zandieh F.","Mazdarani, Fatemeh (58147266700); Farid Ghannadpour, Seyed (57388707300); Zandieh, Fatemeh (57216754027)","58147266700; 57388707300; 57216754027","Bi-objective overlapped links vehicle routing problem for risk minimizing valuables transportation","2023","Computers and Operations Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150361725&doi=10.1016%2fj.cor.2023.106177&partnerID=40&md5=91db78d70c4a34e85ad3cb53d4151e7e","This paper presents a novel variant of the vehicle routing problem (VRP) that considers overlapped links for the transportation of valuables. Maintaining security and minimizing route risks are crucial challenges in the planning and routing of valuable goods whose transport is threatened by risks such as armed robbery and assault. Keeping the transit process secure necessitates, therefore, special planning and routing. A more realistic examination of real-world situations reveals that network routes are not entirely independent and share sections that influence one another. In other words, changing the status of one street section simultaneously affects multiple links. Consequently, a bi-objective overlapped links vehicle routing problem (OLVRP) for valuable goods transportation is developed in this study, where the total cost and risk of routing are minimized. Moreover, a hybrid genetic algorithm is developed to optimize the problem, and its efficiency and effectiveness for small-to-medium and large-scale problems are evaluated. The results demonstrate that the proposed algorithm is superior and highly efficient compared to The non-dominated sorting genetic algorithm II (NSGA-II). Finally, the proposed model is used to conduct a real-world case study on cash distribution in Tehran province, Iran, one of the most widely used types of valuable goods transportation. © 2023 Elsevier Ltd","Cash-in-transit; Multi-objective genetic algorithm; Overlapped link; Risk; Valuable goods; Vehicle routing problem"
"Rahmanifar G.; Mohammadi M.; Hajiaghaei-Keshteli M.; Fusco G.; Colombaroni C.","Rahmanifar, Golman (57219329640); Mohammadi, Mostafa (57219332399); Hajiaghaei-Keshteli, Mostafa (36008663700); Fusco, Gaetano (7006790044); Colombaroni, Chiara (55744972100)","57219329640; 57219332399; 36008663700; 7006790044; 55744972100","An integrated temporal and spatial synchronization for two-echelon vehicle routing problem in waste collection system","2024","Journal of Industrial Information Integration","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190411001&doi=10.1016%2fj.jii.2024.100611&partnerID=40&md5=2333110713ea9d239181848cfaea8bb8","This paper presents a two-echelon vehicle routing problem (2E-VRP) with vehicle synchronization at meeting points for the reverse logistic network to collect waste in the urban area. Low-capacity vehicles are utilized to perform collection only in the inner part of the city because of restricted access and limited infrastructure to be expanded. While, high-capacity vehicles are used to transform waste from the border of the inner city to the recycling centers located outside of city. Vehicles of the first and second echelons visit each other at meeting points, which do not have storage capacity mainly because of environmental and social consequences of the transshipment of waste. The timing aspect plays a critical role at meeting points to ensure the reasonable sequence of operations. So, temporal synchronization, a critical aspect of 2E-VRP, is considered in this paper, as well as minimization of waiting time of vehicles in meeting points to avoid long dwelling time. Moreover, because the previous study of 2E-VRP has not dealt with space limitation of meeting points, this paper presents a 2E-VRP that incorporates temporal synchronization, waiting time, and temporal capacity simultaneously for the first time to address a more practical model. To solve the mentioned problem a set of capable and latest metaheuristics are proposed as well as the hybrid ones to probe their efficiency and reasonably construct high quality routes. Moreover, the impact of the temporal capacity is investigated compared to temporal synchronization without considering temporal capacity. © 2024 Elsevier Inc.","Meta-heuristic Algorithms; Temporal Capacity; Temporal synchronization; Two-echelon vehicle routing problem"
"Becker C.; Gauthier J.B.; Gschwind T.; Schneider M.","Becker, Christian (58044961600); Gauthier, Jean Bertrand (55983286400); Gschwind, Timo (36450371800); Schneider, Michael (57192278274)","58044961600; 55983286400; 36450371800; 57192278274","In-depth analysis of granular local search for capacitated vehicle routing","2023","Discrete Applied Mathematics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145782223&doi=10.1016%2fj.dam.2022.12.019&partnerID=40&md5=f1af937a7df86ff18ea94105c4738339","Local search (LS) belongs to the core components of most state-of-the-art metaheuristics for vehicle routing problems (VRPs). Over the last decades, many variants of LS using different neighborhood operators, exploration strategies, and speedup techniques have been developed. These design choices can critically influence the performance of an LS in terms of both solution quality and computational effort. Despite the importance of LS in metaheuristics for VRPs, systematic investigations on the impact and importance of different design decisions in LS are nonexistent even for basic VRP variants, and clear recommendations on meaningful combinations of these decisions are not available. In this paper, we systematically study the impact of design decisions in a granular LS for the capacitated VRP (CVRP). To this end, we compare the performance of a large number of algorithmic variants of the granular LS on two CVRP benchmark sets. We use a Wilcoxon signed-rank test to determine non-dominated algorithmic variants, and we use performance profiles to visualize the results with regard to solution quality and runtime. In this way, we are able to identify good combinations of decisions and give final design recommendations on granular LS. Several of these recommendations disagree with popular choices in the literature and are therefore valuable for researchers and practitioners working on VRPs. © 2022 Elsevier B.V.","Granular local search; Routing; Statistical analysis"
"Stodola P.; Kutěj L.","Stodola, Petr (26435522100); Kutěj, Libor (57070452900)","26435522100; 57070452900","Multi-Depot Vehicle Routing Problem with Drones: Mathematical formulation, solution algorithm and experiments","2024","Expert Systems with Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179010514&doi=10.1016%2fj.eswa.2023.122483&partnerID=40&md5=90300126220cb8855b696efb545ab45d","The use of Unmanned Aerial Vehicles (UAVs) is expected to grow rapidly in the coming years, driven by technological advancements, cost-effectiveness, and the increasing demand for faster and more efficient delivery solutions. This article deals with the mathematical formulation of the Multi-Depot Vehicle Routing Problem with Drones (MDVRP-D), whereby a set of heterogeneous trucks, each paired with a UAV, are located in different depots. Both types of vehicles deliver goods to customers; UAVs are dispatched from trucks while en route to make the last-mile delivery. A metaheuristic algorithm based on the Ant Colony Optimization (ACO) principle is proposed as the solution. This algorithm has been adapted for this newly proposed problem; the novel mechanics include the probabilistic decision to dispatch an UAV, the selection of a customer to be served, and local search optimization. Extensive computational experiments are performed to verify the proposed algorithm. First, its performance is compared with Adaptive Large Neighborhood Search (ALNS) metaheuristics on a set of Vehicle Routing Problem with Drones (VRP-D) benchmarks. A set of various benchmark instances are subsequently proposed for the newly formulated MDVRP-D (differing in complexity and graph topology). Finally, the behavior of the proposed algorithm is thoroughly analyzed, especially in respect of features connected with UAVs. The findings presented in this article provide valuable contributions to the NP-hard models related to the Travelling Salesman Problem (TSP) and to the very popular ACO-based algorithms. © 2023 The Author(s)","Adaptive Ant Colony Optimization; Last-mile delivery; Metaheuristics; Multi-Depot Vehicle Routing Problem with Drones; Unmanned Aerial Vehicles"
"Kritikos M.N.; Metzidakis T.; Ioannou G.","Kritikos, Manolis N. (7004032582); Metzidakis, Theocharis (58724508200); Ioannou, George (57193985475)","7004032582; 58724508200; 57193985475","The cumulative vehicle routing problem with arc time windows","2024","Expert Systems with Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177977474&doi=10.1016%2fj.eswa.2023.122447&partnerID=40&md5=8131c7bd1444999b78ad8429ddeefabf","In this paper, we introduce a new variant of the cumulative Vehicle Routing Problem (cum-VRP), where certain arcs of the undirected complete graph can only be utilized within specified time constraints. The problem is referred to as the Cumulative Vehicle Routing Problem with Arc Time Windows (Cum-VRPATW) and emerges in routing situations with flow disruptions across road segments, which generally emerges from military and civilian transportation. We devise a mixed integer programming (MIP) formulation to model the problem and solve it using CPLEX. To effectively address this problem, an effective algorithm is designed. It is a hybrid algorithm that combines principles of the Greedy Randomized Adaptive Search Procedure (GRASP) and decomposition strategies reducing computational complexity. Also, we propose two indexes, the RatioIn and the RatioTWL index that can identify difficult problems. Furthermore, we compare the CPLEX results vis-a-vis the new hybrid heuristic we have developed. Computational tests on converted Solomon (1987) data sets show that the new hybrid heuristic provides extremely good performance results for the cum-VRPATW large size test problems, justifying its effectiveness and robustness. © 2023 Elsevier Ltd","Cumulative objective, Arc time windows; Cumulative VRP; GRASP; Hybrid heuristics; Mixed integer programming formulation"
"Yu V.F.; Lin S.-W.; Zhou L.; Baldacci R.","Yu, Vincent F. (24330397100); Lin, Shih-Wei (7407153943); Zhou, Lin (57868712000); Baldacci, Roberto (6602371948)","24330397100; 7407153943; 57868712000; 6602371948","A fast simulated annealing heuristic for the multi-depot two-echelon vehicle routing problem with delivery options","2023","Transportation Letters","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171597764&doi=10.1080%2f19427867.2023.2257923&partnerID=40&md5=66b11c14f8981a1272750dd8342cc46c","We studied a variant of the vehicle routing problem (VRP) arising in last-mile distribution, called the multi-depot two-echelon vehicle routing problem with delivery options (MDTEVRP-DO). The MDTEVRP-DO involves two decision levels: (i) designing routes for a fleet of vehicles located in multiple depots to transport customer demands to a set of satellites and (ii) routing a fleet of vehicles from the satellites to serve the final customers. Nowadays, a relevant feature of the problem characterizing delivery services is that customers can collect their packages at pickup stations near their homes or workplaces. We designed an effectively simulated annealing (SA) heuristic for the problem. The new algorithm was extensively tested on benchmark instances from the literature, and its results were compared with those of start-of-the-art algorithms. The results show that the proposed SA obtains 30 out of the 36 best solutions for the MDTEVRP-DO benchmark instances. Moreover, its computation performance is superior to state-of-the-art algorithms for the MDTEVRP-DO. © 2023 Informa UK Limited, trading as Taylor & Francis Group.","delivery option; simulated annealing; Two-echelon vehicle routing problem"
"Kuo R.J.; Fernanda Luthfiansyah M.; Aini Masruroh N.; Eva Zulvia F.","Kuo, R.J. (7004962398); Fernanda Luthfiansyah, Muhammad (58184853700); Aini Masruroh, Nur (9846464900); Eva Zulvia, Ferani (55363070700)","7004962398; 58184853700; 9846464900; 55363070700","Application of improved multi-objective particle swarm optimization algorithm to solve disruption for the two-stage vehicle routing problem with time windows","2023","Expert Systems with Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152591048&doi=10.1016%2fj.eswa.2023.120009&partnerID=40&md5=fb643c15106f45592ac181a3ca2f644b","Nowadays, the complexity of the global supply chain is increasing. Thus, the vehicle routing problem (VRP) has become a very important problem because of its practicality in real-world applications. In addition, most customers prefer to have their goods delivered in a specific time interval, and sustainability has become a very important issue for most companies. Therefore, this study proposes a mathematical model for a multi-objective VRP with time windows (VRPTW) as well as an algorithm to solve it. The model consists of two objectives: minimizing the total supply chain cost, and carbon emission. Besides the objectives, the proposed model and algorithm also consider the disruption that commonly happens in the supply chain. This study designs a two-stage VRPTW to solve the disruption. The first stage is the supply chain in ideal condition, while the second one is the supply chain in disrupted condition since the increase in the supply chain complexity also leads to more vulnerability to disruptions. This study improves a multi-objective particle swarm optimization algorithm (MOPSO) to solve the problem. As fitness cannot decide which algorithm is better, this study uses quality indicators to compare all of the algorithms. Based on the computational result, the improved MOPSO has the highest hypervolume and lowest spacing. Thus, it can be concluded that the improved MOPSO is the best algorithm to solve disruption in the two-stage VRPTW. © 2023 Elsevier Ltd","Green supply chain; Multi-objective particle swarm optimization algorithm; Supply chain disruption; Vehicle routing problem with time windows"
"Son Pham V.H.; Nguyen Dang N.T.; Nguyen V.N.","Son Pham, Vu Hong (58111701900); Nguyen Dang, Nghiep Trinh (58091289000); Nguyen, Van Nam (57220916734)","58111701900; 58091289000; 57220916734","Advancing large-scale cement vehicle distribution: the modified salp swarm algorithm","2024","International Journal of Systems Science: Operations and Logistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182864033&doi=10.1080%2f23302674.2024.2305817&partnerID=40&md5=4eeee9067a748cfc46820b0437a24abe","The vehicle routing problem (VRP) is a paramount combinatorial optimisation challenge, extensively used across various transportation logistics and distribution systems. The capacity-utilised vehicle routing problem (CVRP) stands as a notable variant, necessitating a nuanced interplay between the exploration and exploitation phases due to its discrete nature. While the salp swarm algorithm (SSA) enjoys recognition in the optimisation domain for its streamlined design and efficacy, its foundational architecture is inherently suited for continuous optimisation tasks. Addressing this gap, our paper presents a refined iteration of SSA, termed mSSA. By ingeniously integrating the core principles of SSA with the opposition-based learning (OBL) approach and incorporating the roulette wheel selection (RWS) mechanism, mSSA is meticulously crafted to navigate the discrete challenges posed by expansive CVRP instances. To affirm the robustness of mSSA, our research undertook performance evaluations in three distinct CVRPs: initially, an 8-customer assignment to validate stability, followed by two practical tests involving the distribution of cement to 30 and 50 customers in Vietnam. Empirical findings consistently highlight mSSA's dominant performance against other meta-heuristic techniques tailored for CVRP. This positions mSSA as a formidable tool in decision-making processes, particularly for optimising cement delivery using limited-capacity vehicles. © 2024 Informa UK Limited, trading as Taylor & Francis Group.","decision support system; discrete optimisation; management; salp swarm algorithm; transportation; Vehicle routing problem (VRP)"
"Messaoud E.","Messaoud, Elhassania (56038428600)","56038428600","A chance constrained programming model and an improved large neighborhood search algorithm for the electric vehicle routing problem with stochastic travel times","2023","Evolutionary Intelligence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112322262&doi=10.1007%2fs12065-021-00648-0&partnerID=40&md5=dfbcba2cba594f0d8c45b8cce7771a90","The Electric Vehicle Routing Problem (EVRP) is an extension to the well-known Vehicle Routing Problem (VRP) where the fleet consists of electric vehicles, which may need to visit recharging stations while servicing the customers due to their battery capacities. This paper solves the Electric Vehicle Routing Problem with Stochastic Travel Times (EVRPSTT) by proposing a Chance Constrained Programming (CCP) Model, as well as a new scheme based on an Improved Large Neighborhood Search (ILS) algorithm and a Monte Carlo Sampling (MCS) procedure. The proposed approach is firstly tested in the deterministic environment using the EVRP benchmark data set, where the numerical results show that this approach is able to provide EVRP optimal solutions, within a very short computational time, for 39 out of 48 used benchmark instances with 20, 50, 75 and 100 customers. Thereafter, to show the efficiency of the proposed approach for solving the CCP model of the EVRPSTT, others tests are performed on the same set of instances, while taking into consideration a large number of scenarios. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Chance constrained programming; Electric vehicle routing problem; Large neighborhood search; Monte carlo sampling; Stochastic travel times"
